,loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/lr,config/batch_size,config/num_heads,config/d_ff,config/dropout,logdir
0,4.631650720943104,1773754553,,False,3,6808935b,2026-03-17_13-35-53,86.07211518287659,259.05549359321594,1561,ba58972a880b,172.28.0.12,259.05549359321594,3,1.460943114259857e-05,16,8,2048,0.2206677984244529,6808935b
1,4.104436716213642,1773754739,,False,3,fc2940a2,2026-03-17_13-38-59,58.01680588722229,176.89628291130066,2777,ba58972a880b,172.28.0.12,176.89628291130066,3,0.0001936771920751592,32,4,1024,0.39168893363903834,fc2940a2
2,4.512972889524518,1773755009,,False,3,d11f4388,2026-03-17_13-43-29,85.75239324569702,260.584853887558,3629,ba58972a880b,172.28.0.12,260.584853887558,3,0.00022002653238617294,16,8,2048,0.2977705559789432,d11f4388
3,5.637749121206436,1773755246,,False,3,942c145e,2026-03-17_13-47-26,74.90555691719055,227.14082551002502,4831,ba58972a880b,172.28.0.12,227.14082551002502,3,0.0004995343131882954,32,8,2048,0.32715992893909185,942c145e
4,3.577204393705502,1773755436,,False,3,b500589b,2026-03-17_13-50-36,59.043931007385254,179.7707703113556,5935,ba58972a880b,172.28.0.12,179.7707703113556,3,8.576135093769627e-05,32,8,1024,0.15918892050996541,b500589b
