LoRA(QKV),2,2,0.1,0.0346,55296
LoRA(QKV),2,4,0.1,0.1164,55296
LoRA(QKV),2,2,0.1,0.4095,55296
LoRA(QKV),2,4,0.1,0.4757,55296
LoRA(QKV),2,8,0.1,0.5197,55296
LoRA(QKV),4,2,0.1,0.4613,110592
LoRA(QKV),4,4,0.1,0.5171,110592
LoRA(QKV),4,8,0.1,0.5275,110592
LoRA(QKV),8,2,0.1,0.4524,221184
LoRA(QKV),8,4,0.1,0.4734,221184
LoRA(QKV),8,8,0.1,0.5761,221184
